hnox_3,hnox_2,hnox_1,WT_3,WT_2,WT_1,Majority.protein.IDs,Fasta.headers,id,uniprot_id,Gene,description,,Significance_Pvalue,Fold change (hnox/WT),(-)Log t-test p value,Significance_PFDR,Fold change (hnox/WT),(-)Log t-test p value_,Score,dgc_1,dgc_2,dgc_3,Fold change(hnox/WT),,P_value,#NAME?,t-test Difference,#NAME?,t-test Difference_,gene_symbol,description,sig.FDR_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,P.Value_dgc_vs_hnox,B_dgc_vs_hnox,t_dgc_vs_hnox,average_intensity_dgc_vs_hnox,CI.R_dgc_vs_hnox,CI.L_dgc_vs_hnox,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,sig.PVal_dgc_vs_WT,adj.P.Val_dgc_vs_WT,P.Value_dgc_vs_WT,B_dgc_vs_WT,t_dgc_vs_WT,average_intensity_dgc_vs_WT,CI.R_dgc_vs_WT,CI.L_dgc_vs_WT,logFC_dgc_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,adj.P.Val_hnox_vs_WT,P.Value_hnox_vs_WT,B_hnox_vs_WT,t_hnox_vs_WT,average_intensity_hnox_vs_WT,CI.R_hnox_vs_WT,CI.L_hnox_vs_WT,logFC_hnox_vs_WT
20.76283,20.60059,20.54079,20.51024,20.68567,20.62462,A1B457,"tr|A1B457|A1B457_PARDP Transcriptional regulator, AsnC family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2209 PE=4 SV=1",1171,A1B457,Pden_2209,"Transcriptional regulator, AsnC family",,,0.027894974,0.121306075,,0.027894974,0.121306075,38.933,20.89420681,20.73099263,20.80616681,0.027894631,0.757290359,0.757284797,0.121306075,0.027894974,0.121306075,0.027894974,Pden_2209,"Transcriptional regulator, AsnC family",0,0,0.154958916,0.054528973,-5.403946931,2.22949817,20.68401196,0.355715874,-0.004280126,0,0.175717874,0,0.141521201,0.03097151,-4.0865466,2.583423624,20.68401196,0.383610505,0.023614505,0.203612505,0,0,0.86082387,0.732041708,-7.284173741,0.353925454,20.68401196,0.207892631,-0.152103369,0.027894631
19.425,19.60535,19.51206,19.50935,19.4631,19.5314,A1B459,tr|A1B459|A1B459_PARDP Purine nucleoside phosphorylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2211 PE=3 SV=1,1172,A1B459,Pden_2211,Purine nucleoside phosphorylase,,,0.012850444,0.081318274,,0.012850444,0.081318274,93.754,19.55531347,19.51694152,19.52954302,0.012850757,0.834898199,0.834933474,0.081318274,0.012850444,0.081318274,0.012850444,Pden_2211,Purine nucleoside phosphorylase,0,0,0.837368681,0.741323053,-7.518930995,0.341114776,19.51645202,0.152329479,-0.112738286,0,0.019795597,0,0.736479456,0.588308756,-6.620719492,0.562557114,19.51645202,0.165180237,-0.099887529,0.032646354,0,0,0.921681593,0.829992407,-7.326180559,0.221442339,19.51645202,0.14538464,-0.119683125,0.012850757
17.55164,17.44763,17.39775,17.47996,17.52857,17.51143,A1B460,tr|A1B460|A1B460_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2212 PE=4 SV=1,1173,A1B460,Pden_2212,Uncharacterized protein,,,-0.040980021,0.359474258,,-0.040980021,0.359474258,32.21,17.4496988,17.65488893,17.55910552,-0.040979288,0.466198509,0.466188015,0.359474258,-0.040980021,0.359474258,-0.040980021,Pden_2212,Uncharacterized protein,0,0,0.386279862,0.222578075,-6.704610966,1.316266423,17.50896345,0.24312268,-0.065340488,0,0.088891096,0,0.65936843,0.497096244,-6.522366271,0.709460307,17.50896345,0.202143392,-0.106319775,0.047911808,0,0,0.750383718,0.559885498,-7.152741652,-0.606806116,17.50896345,0.113252296,-0.195210871,-0.040979288
23.80427,23.64183,23.68803,23.56343,23.57244,23.66084,A1B462,tr|A1B462|A1B462_PARDP Accessory factor UbiK family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2214 PE=4 SV=1,1175,A1B462,Pden_2214,Accessory factor UbiK family protein,,,0.112471263,0.914064862,,0.112471263,0.914064862,49.451,23.64440581,23.50047901,23.63757516,0.112471107,0.134002691,0.133995628,0.914064862,0.112471263,0.914064862,0.112471263,Pden_2214,Accessory factor UbiK family protein,0,0,0.249709595,0.114195331,-6.110714123,-1.760862336,23.63481266,0.034813408,-0.269262505,0,-0.117224548,0,0.968845387,0.944734093,-6.789408718,-0.071402753,23.63481266,0.147284515,-0.156791398,-0.004753441,0,0,0.320700794,0.127493293,-5.984672158,1.689459584,23.63481266,0.264509064,-0.039566849,0.112471107
19.77197,20.36412,20.08873,20.2284,20.22383,20.16388,A1B463,tr|A1B463|A1B463_PARDP Ribosomal large subunit pseudouridine synthase D OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2215 PE=3 SV=1,1176,A1B463,Pden_2215,Ribosomal large subunit pseudouridine synthase D,,,-0.130429586,0.308670242,,-0.130429586,0.308670242,112.49,20.12738102,20.08661969,20.35822169,-0.130429021,0.526182908,0.526185228,0.308670242,-0.130429586,0.308670242,-0.130429586,Pden_2215,Ribosomal large subunit pseudouridine synthase D,0,0,0.597768063,0.430242121,-7.21432574,0.829119995,20.15701554,0.435883677,-0.204278852,0,0.115802412,0,0.951539555,0.91908288,-6.786158264,-0.104723323,20.15701554,0.305454656,-0.334707873,-0.014626608,0,0,0.611464159,0.376761423,-6.890790877,-0.933843318,20.15701554,0.189652244,-0.450510285,-0.130429021
17.54006,17.60015,17.43288,17.26529,17.30481,17.26645,A1B465,tr|A1B465|A1B465_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2217 PE=4 SV=1,1178,A1B465,Pden_2217,Uncharacterized protein,,+,0.245515188,2.079055551,+,0.245515188,2.079055551,29.57,17.30538947,17.25681413,17.13585988,0.245515185,0.030597286,0.03059642,2.079055551,0.245515188,2.079055551,0.245515188,Pden_2217,Uncharacterized protein,0,0,0.01560134,0.001789463,-1.863916,-4.476776011,17.34530131,-0.142879884,-0.440475745,0,-0.291677815,0,0.659454,0.497650328,-6.52306021,-0.708520641,17.34530131,0.102635301,-0.19496056,-0.046162629,0,0,0.044927338,0.004937122,-2.723219039,3.76825537,17.34530131,0.394313116,0.096717255,0.245515185
16.20485,17.55554,16.95631,17.4623,17.33594,16.95579,A1B468,tr|A1B468|A1B468_PARDP Adenosine deaminase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2220 PE=3 SV=1,1180,A1B468,Pden_2220,Adenosine deaminase,,,-0.345775604,0.341090434,,-0.345775604,0.341090434,18.794,16.7896297,16.82799832,17.6184777,-0.345776471,0.478569017,0.478569168,0.341090434,-0.345775604,0.341090434,-0.345775604,Pden_2220,Adenosine deaminase,0,0,0.758277141,0.632548223,-7.447716622,0.496321845,17.07853568,0.972581405,-0.62630627,0,0.173137568,0,0.773060383,0.633514649,-6.658684562,-0.494892355,17.07853568,0.626804935,-0.97208274,-0.172638903,0,0,0.586082495,0.349604517,-6.835382389,-0.991214199,17.07853568,0.453667367,-1.145220308,-0.345776471
17.94202,17.87726,17.83464,17.94147,17.73186,17.63978,A1B471,tr|A1B471|A1B471_PARDP Cytidine deaminase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2223 PE=3 SV=1,1183,A1B471,Pden_2223,Cytidine deaminase,,,0.113607407,0.528868057,,0.113607407,0.528868057,25.613,17.27992978,17.83505578,18.09554295,0.113606656,0.331662367,0.331654922,0.528868057,0.113607407,0.528868057,0.113607407,Pden_2223,Cytidine deaminase,0,0,0.608851403,0.444773408,-7.23699276,-0.802257345,17.79750786,0.274404064,-0.570005783,0,-0.147800859,0,0.91522618,0.857212156,-6.773200443,-0.185604813,17.79750786,0.38801072,-0.456399127,-0.034194203,0,0,0.74874548,0.554003777,-7.145952075,0.616652532,17.79750786,0.53581158,-0.308598268,0.113606656
15.86263,16.17939,16.02242,16.57692,16.36037,16.53977,A1B472,"tr|A1B472|A1B472_PARDP Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+))., Phosphate acetyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2224 PE=3 SV=1",1184,A1B472,Pden_2224,"Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+))., Phosphate acetyltransferase",,+,-0.470872243,1.848255774,,-0.470872243,1.848255774,14.663,15.96483936,16.2401515,16.44291248,-0.470872677,0.016996484,0.016997911,1.848255774,-0.470872243,1.848255774,-0.470872243,Pden_2224,"Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+))., Phosphate acetyltransferase",0,0,0.325898051,0.174320375,-6.490483125,1.485301166,16.24326633,0.494409788,-0.105432751,0,0.194488518,0,0.204382409,0.066462685,-4.824451629,-2.110734956,16.24326633,0.023537111,-0.576305429,-0.276384159,0,0,0.052565641,0.006575583,-3.011969801,-3.596036122,16.24326633,-0.170951408,-0.770793947,-0.470872677
21.08163,21.20528,21.17749,21.27345,21.25902,21.20799,A1B473,tr|A1B473|A1B473_PARDP Propionyl-CoA synthetase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2225 PE=4 SV=1,1185,A1B473,Pden_2225,Propionyl-CoA synthetase,,,-0.092017492,1.018912097,,-0.092017492,1.018912097,73.926,21.24533779,21.27213645,21.24308007,-0.092017545,0.117140645,0.117141332,1.018912097,-0.092017492,1.018912097,-0.092017492,Pden_2225,Propionyl-CoA synthetase,0,0,0.219547312,0.09324082,-5.920922913,1.890905395,21.21837809,0.217949725,-0.020512128,0,0.098718798,0,0.945929841,0.90085981,-6.783135081,0.128358894,21.21837809,0.125932179,-0.112529673,0.006701253,0,0,0.302066373,0.113897797,-5.880898935,-1.762546501,21.21837809,0.027213381,-0.211248471,-0.092017545
18.49144,18.7088,18.52882,18.69062,18.72585,18.79663,A1B476,tr|A1B476|A1B476_PARDP Beta-lactamase domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2228 PE=4 SV=1,1188,A1B476,Pden_2228,Beta-lactamase domain protein,,,-0.161349614,1.023868853,,-0.161349614,1.023868853,43.185,18.33064686,18.69236534,18.66583811,-0.161349154,0.122805125,0.122802358,1.023868853,-0.161349614,1.023868853,-0.161349614,Pden_2228,Beta-lactamase domain protein,0,0,0.944011884,0.900466601,-7.57411842,-0.128871142,18.62566873,0.224125741,-0.250932458,0,-0.013403359,0,0.301358115,0.129315306,-5.449570807,-1.680217353,18.62566873,0.062776587,-0.412281612,-0.174752512,0,0,0.363482983,0.1573204,-6.174628213,-1.551346211,18.62566873,0.076179946,-0.398878253,-0.161349154
20.31389,20.13747,20.2565,20.16029,20.23499,20.18538,A1B478,tr|A1B478|A1B478_PARDP biotin--[biotin carboxyl-carrier protein] ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2230 PE=4 SV=1,1190,A1B478,Pden_2230,biotin--[biotin carboxyl-carrier protein] ligase,,,0.042404175,0.306312511,,0.042404175,0.306312511,110.12,20.42373134,20.3672057,20.233679,0.042403125,0.512447886,0.512415666,0.306312511,0.042404175,0.306312511,0.042404175,Pden_2230,biotin--[biotin carboxyl-carrier protein] ligase,0,0,0.316389504,0.165358731,-6.446974996,1.518189469,20.25701545,0.264411625,-0.053245072,0,0.105583277,0,0.202108384,0.064109876,-4.795495727,2.127907026,20.25701545,0.30681475,-0.010841947,0.147986401,0,0,0.74977098,0.558043261,-7.150852517,0.609717557,20.25701545,0.201231473,-0.116425224,0.042403125
15.59325,15.62172,15.38798,15.92791,15.61265,15.90448,A1B480,tr|A1B480|A1B480_PARDP NADH dehydrogenase subunit M OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2232 PE=3 SV=1,1192,A1B480,Pden_2232,NADH dehydrogenase subunit M,,,-0.280696551,1.05237389,,-0.280696551,1.05237389,13.433,15.09006289,15.62718622,15.64221963,-0.280696643,0.095073514,0.09507826,1.05237389,-0.280696551,1.05237389,-0.280696551,Pden_2232,NADH dehydrogenase subunit M,0,0,0.750988073,0.622570701,-7.439619027,-0.511145538,15.60082919,0.282723258,-0.445045457,0,-0.0811611,0,0.179211353,0.051021313,-4.568380881,-2.278948544,15.60082919,0.002026615,-0.7257421,-0.361857742,0,0,0.302066373,0.113725337,-5.874503337,-1.767803006,15.60082919,0.083187715,-0.644581,-0.280696643
14.91372,15.18512,14.69963,15.394,15.13098,15.16828,A1B481,tr|A1B481|A1B481_PARDP NADH dehydrogenase subunit L OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2233 PE=4 SV=1,1193,A1B481,Pden_2233,NADH dehydrogenase subunit L,,,-0.298261007,0.851475127,,-0.298261007,0.851475127,16.297,14.71706468,14.89703598,15.18328202,-0.298260951,0.157760146,0.157759392,0.851475127,-0.298261007,0.851475127,-0.298261007,Pden_2233,NADH dehydrogenase subunit L,0,0,0.998526007,0.998155359,-7.58336657,-0.002382467,15.03212414,0.350148972,-0.35087776,0,-0.000364394,0,0.23553013,0.085365815,-5.061094708,-1.952459877,15.03212414,0.051888021,-0.649138711,-0.298625345,0,0,0.258435888,0.085684563,-5.60810285,-1.95007741,15.03212414,0.052252415,-0.648774317,-0.298260951
13.53794,13.68304,14.05538,14.12449,13.91308,14.15721,A1B483,tr|A1B483|A1B483_PARDP NADH-quinone oxidoreductase subunit J OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2235 PE=3 SV=1,1195,A1B483,Pden_2235,NADH-quinone oxidoreductase subunit J,,,-0.30613327,0.824504409,,-0.30613327,0.824504409,2.2759,13.40720727,13.80929571,13.97831149,-0.30613291,0.175425821,0.175431398,0.824504409,-0.30613327,0.824504409,-0.30613327,Pden_2235,NADH-quinone oxidoreductase subunit J,0,0,0.932751284,0.878714651,-7.569550281,-0.157371503,13.85177313,0.368708357,-0.423080364,0,-0.027186004,0,0.240066949,0.088487929,-5.094850218,-1.929481769,13.85177313,0.062575447,-0.729213275,-0.333318914,0,0,0.301037864,0.112973007,-5.8683365,-1.772110266,13.85177313,0.08976145,-0.702027271,-0.30613291
21.84121,21.61927,21.65747,21.67933,21.58812,21.74755,A1B484,tr|A1B484|A1B484_PARDP Carboxymuconolactone decarboxylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2236 PE=4 SV=1,1196,A1B484,Pden_2236,Carboxymuconolactone decarboxylase,,,0.034315745,0.155395311,,0.034315745,0.155395311,64.002,21.71064591,21.70366724,21.83391706,0.034315917,0.702014967,0.702023803,0.155395311,0.034315745,0.155395311,0.034315745,Pden_2236,Carboxymuconolactone decarboxylase,0,0,0.723441876,0.586571113,-7.408512901,0.565227595,21.70901871,0.21890446,-0.132046291,0,0.043429085,0,0.52463835,0.33963225,-6.258972201,1.011847724,21.70901871,0.253220378,-0.097730373,0.077745002,0,0,0.823107211,0.666345367,-7.24363789,0.446620129,21.70901871,0.209791293,-0.141159458,0.034315917
20.2759,20.13904,20.06206,19.9143,20.11801,19.99932,A1B485,tr|A1B485|A1B485_PARDP Carboxymuconolactone decarboxylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2237 PE=4 SV=1,1197,A1B485,Pden_2237,Carboxymuconolactone decarboxylase,,,0.148460388,0.797351855,,0.148460388,0.797351855,23.646,20.11982153,20.06915249,19.94280442,0.148460648,0.159697403,0.159687597,0.797351855,0.148460388,0.797351855,0.148460388,Pden_2237,Carboxymuconolactone decarboxylase,0,0,0.348407102,0.193473283,-6.58469198,-1.412467445,20.07115598,0.070988634,-0.301138777,0,-0.115075072,0,0.810694554,0.692129723,-6.700428238,0.409785019,20.07115598,0.219449283,-0.152678129,0.033385577,0,0,0.288896811,0.103805536,-5.794630787,1.822252464,20.07115598,0.334524354,-0.037603057,0.148460648
20.75358,20.64743,20.82895,20.99846,21.03925,20.95702,A1B488,tr|A1B488|A1B488_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2240 PE=4 SV=1,1200,A1B488,Pden_2240,Uncharacterized protein,,+,-0.254926046,1.93683236,,-0.254926046,1.93683236,84.359,21.3406068,21.23156777,21.24822007,-0.254925108,0.025235982,0.025236525,1.93683236,-0.254926046,1.93683236,-0.254926046,Pden_2240,Uncharacterized protein,0,0,0.000747975,2.11E-05,2.92437149,8.431072558,21.00501083,0.673748634,0.386538623,0,0.530143629,0,0.038783307,0.002055608,-1.324056412,4.376903141,21.00501083,0.418823526,0.131613514,0.27521852,0,0,0.035899803,0.003249759,-2.282622661,-4.054169417,21.00501083,-0.111320103,-0.398530114,-0.254925108
24.14337,24.11017,24.03456,23.99522,24.13507,23.98219,A1B489,tr|A1B489|A1B489_PARDP NADH-quinone oxidoreductase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2241 PE=3 SV=1,1201,A1B489,Pden_2241,NADH-quinone oxidoreductase,,,0.05854098,0.426937982,,0.05854098,0.426937982,323.31,23.87509822,23.98880473,23.78125427,0.058541841,0.382298269,0.38230102,0.426937982,0.05854098,0.426937982,0.05854098,Pden_2241,NADH-quinone oxidoreductase,0,0,0.068124906,0.016386392,-4.192797089,-2.984675341,24.00508132,-0.05032598,-0.378302604,0,-0.214314292,0,0.1949383,0.060013902,-4.732222671,-2.169384917,24.00508132,0.008215861,-0.319760763,-0.155772451,0,0,0.659137747,0.437223145,-6.997176818,0.815290424,24.00508132,0.222530154,-0.105446471,0.058541841
20.51884,20.26699,20.41014,20.28387,20.24547,20.40609,A1B490,tr|A1B490|A1B490_PARDP DUF5333 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2242 PE=4 SV=1,1202,A1B490,Pden_2242,DUF5333 domain-containing protein,,,0.086844126,0.423271485,,0.086844126,0.423271485,26.968,20.41541888,20.45895235,20.42284715,0.086844403,0.385102258,0.385106554,0.423271485,0.086844126,0.423271485,0.086844126,Pden_2242,DUF5333 domain-containing protein,0,0,0.780628894,0.661618204,-7.470094267,0.453444102,20.38095891,0.20372601,-0.136228766,0,0.033748622,0,0.317227746,0.141722085,-5.531893668,1.620279361,20.38095891,0.290570414,-0.049384362,0.120593026,0,0,0.508250964,0.27506678,-6.650663411,1.166835259,20.38095891,0.256821791,-0.083132985,0.086844403
22.18605,22.13507,22.14568,22.20309,22.17957,22.08347,A1B491,tr|A1B491|A1B491_PARDP NADH-quinone oxidoreductase subunit F OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2243 PE=3 SV=1,1203,A1B491,Pden_2243,NADH-quinone oxidoreductase subunit F,,,0.000221252,0.001816873,,0.000221252,0.001816873,139.26,22.00372224,22.15208705,21.93502294,0.000221682,0.995906092,0.995936314,0.001816873,0.000221252,0.001816873,0.000221252,Pden_2243,NADH-quinone oxidoreductase subunit F,0,0,0.224988696,0.097211152,-5.960246842,-1.864282277,22.11375154,0.028201381,-0.278845441,0,-0.12532203,0,0.256461416,0.097713927,-5.192891307,-1.860984551,22.11375154,0.028423062,-0.278623759,-0.125100348,0,0,0.998928323,0.997445133,-7.353397484,0.003297726,22.11375154,0.153745093,-0.153301729,0.000221682
14.99433,14.95304,15.01671,15.20896,15.05618,15.12347,A1B493,tr|A1B493|A1B493_PARDP Uncharacterized protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2245 PE=4 SV=1,1205,A1B493,Pden_2245,Uncharacterized protein,,+,-0.141505877,1.376763709,,-0.141505877,1.376763709,9.4013,14.84170366,14.97858007,15.1869218,-0.141505892,0.068721091,0.068723333,1.376763709,-0.141505877,1.376763709,-0.141505877,Pden_2245,Uncharacterized protein,0,0,0.930288509,0.873563316,-7.568393373,0.164017053,15.03998891,0.214495662,-0.185750959,0,0.014372351,0,0.370028223,0.182816468,-5.755761343,-1.450846023,15.03998891,0.07298977,-0.327256851,-0.127133541,0,0,0.341620967,0.142895018,-6.088326549,-1.614863076,15.03998891,0.058617418,-0.341629203,-0.141505892
22.37555,22.34291,22.32245,22.29325,22.36732,22.38698,A1B494,tr|A1B494|A1B494_PARDP NADH dehydrogenase subunit E OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2246 PE=3 SV=1,1206,A1B494,Pden_2246,NADH dehydrogenase subunit E,,,-0.002216339,0.022811273,,-0.002216339,0.022811273,71.092,22.26812079,22.2685629,22.11031609,-0.002216602,0.949816888,0.949738265,0.022811273,-0.002216339,0.022811273,-0.002216339,Pden_2246,NADH dehydrogenase subunit E,0,0,0.163425196,0.059448901,-5.488439129,-2.175322523,22.30393991,0.006547912,-0.269151243,0,-0.131301666,0,0.187766267,0.05606855,-4.666800838,-2.212045774,22.30393991,0.00433131,-0.271367845,-0.133518268,0,0,0.990313076,0.97155626,-7.352652745,-0.036723251,22.30393991,0.135632975,-0.140066179,-0.002216602
12.62378,12.88668,12.39505,12.74668,12.70166,12.63329,A1B499,tr|A1B499|A1B499_PARDP DUF4260 family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2251 PE=4 SV=1,1210,A1B499,Pden_2251,DUF4260 family protein,,,-0.05870533,0.15007397,,-0.05870533,0.15007397,2.1148,12.16733794,12.75767673,12.52656008,-0.058705147,0.722803294,0.722814239,0.15007397,-0.05870533,0.15007397,-0.05870533,Pden_2251,DUF4260 family protein,0,0,0.550499517,0.376399447,-7.119330335,-0.934587553,12.6043017,0.219722617,-0.522347812,0,-0.151312597,0,0.41827034,0.229474512,-5.945471282,-1.297181947,12.6043017,0.16101747,-0.581052958,-0.210017744,0,0,0.857047667,0.725971185,-7.280616813,-0.362594394,12.6043017,0.312330068,-0.429740361,-0.058705147
18.62317,18.49503,18.43939,18.23399,18.08828,17.97532,A1B4A1,"tr|A1B4A1|A1B4A1_PARDP Glutathione-dependent formaldehyde-activating, GFA OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2253 PE=3 SV=1",1212,A1B4A1,Pden_2253,"Glutathione-dependent formaldehyde-activating, GFA",,+,0.419998169,1.97825757,+,0.419998169,1.97825757,12.198,18.42657901,18.2150653,18.14073483,0.41999754,0.012963322,0.012962621,1.97825757,0.419998169,1.97825757,0.419998169,Pden_2253,"Glutathione-dependent formaldehyde-activating, GFA",0,0,0.095044181,0.026824261,-4.696090656,-2.673550084,18.29306196,-0.037669457,-0.479134814,0,-0.258402135,0,0.303114224,0.130966948,-5.46102578,1.671942097,18.29306196,0.382328083,-0.059137274,0.161595405,0,0,0.029077359,0.002147882,-1.844247586,4.345492181,18.29306196,0.640730218,0.199264861,0.41999754
19.50455,19.4043,19.35518,19.42878,19.42396,19.41549,A1B4A3,tr|A1B4A3|A1B4A3_PARDP D-galactarate dehydratase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2255 PE=4 SV=1,1214,A1B4A3,Pden_2255,D-galactarate dehydratase,,,-0.001399994,0.010456815,,-0.001399994,0.010456815,31.845,19.72863551,19.51255911,19.74044296,-0.00139982,0.977531052,0.977535019,0.010456815,-0.001399994,0.010456815,-0.001399994,Pden_2255,D-galactarate dehydratase,0,0,0.049596066,0.01047519,-3.729792323,3.271617644,19.50154514,0.406179012,0.072222978,0,0.239200995,0,0.09212025,0.010789815,-3.02690519,3.252471921,19.50154514,0.404779192,0.070823158,0.237801175,0,0,0.994565989,0.985168099,-7.353199455,-0.019145723,19.50154514,0.165578197,-0.168377837,-0.00139982
18.72067,18.5446,18.65802,18.69431,18.70756,18.63338,A1B4A4,tr|A1B4A4|A1B4A4_PARDP DNA alkylation repair protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2256 PE=4 SV=1,1215,A1B4A4,Pden_2256,DNA alkylation repair protein,,,-0.037322998,0.264372342,,-0.037322998,0.264372342,20.449,18.6533386,18.7182435,18.6472812,-0.037323539,0.559005912,0.55895843,0.264372342,-0.037322998,0.264372342,-0.037322998,Pden_2256,DNA alkylation repair protein,0,0,0.740860596,0.608033696,-7.427833181,0.53253786,18.66415558,0.168492811,-0.104772709,0,0.031860051,0,0.957801918,0.929359396,-6.787620598,-0.091321698,18.66415558,0.131169272,-0.142096248,-0.005463488,0,0,0.747493108,0.549144736,-7.141558692,-0.623859557,18.66415558,0.099309221,-0.173956299,-0.037323539
21.09172,21.04662,20.95153,20.94053,20.86229,20.90612,A1B4A5,tr|A1B4A5|A1B4A5_PARDP Succinate semialdehyde dehydrogenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2257 PE=3 SV=1,1216,A1B4A5,Pden_2257,Succinate semialdehyde dehydrogenase,,,0.126976649,1.264641158,,0.126976649,1.264641158,142.72,20.72565438,20.82554135,20.67266808,0.126977096,0.071469751,0.071463322,1.264641158,0.126976649,1.264641158,0.126976649,Pden_2257,Succinate semialdehyde dehydrogenase,0,0,0.013296851,0.001387135,-1.591669746,-4.663031541,20.89140825,-0.147288137,-0.430049897,0,-0.288669017,0,0.138179464,0.02959523,-4.041521329,-2.61189973,20.89140825,-0.020311041,-0.303072801,-0.161691921,0,0,0.234499213,0.072421435,-5.453321926,2.051131811,20.89140825,0.268357976,-0.014403784,0.126977096
24.30949,24.36247,24.38964,24.48742,24.41672,24.44519,A1B4A6,tr|A1B4A6|A1B4A6_PARDP DUF1013 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2258 PE=4 SV=1,1217,A1B4A6,Pden_2258,DUF1013 domain-containing protein,,+,-0.095907211,1.428585806,,-0.095907211,1.428585806,281.32,24.70511928,24.47597823,24.59405167,-0.095906925,0.038180288,0.038185511,1.428585806,-0.095907211,1.428585806,-0.095907211,Pden_2258,DUF1013 domain-containing protein,0,0,0.035205131,0.006339724,-3.204713681,3.600858606,24.46511968,0.388701292,0.086995769,0,0.237848531,0,0.198384084,0.062004231,-4.76352137,2.148895571,24.46511968,0.292794368,-0.008911155,0.141941606,0,0,0.400075764,0.182514148,-6.305716882,-1.451963035,24.46511968,0.054945837,-0.246759686,-0.095906925
16.66961,17.02721,16.9159,16.90156,16.97359,16.9761,A1B4A7,tr|A1B4A7|A1B4A7_PARDP Ribonuclease T2 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_2259 PE=3 SV=1,1218,A1B4A7,Pden_2259,Ribonuclease T2,,,-0.079509099,0.297484318,,-0.079509099,0.297484318,39.947,16.96581555,17.00564934,17.09201947,-0.079508862,0.533250005,0.533256502,0.297484318,-0.079509099,0.297484318,-0.079509099,Pden_2259,Ribonuclease T2,0,0,0.271218905,0.130273669,-6.232027247,1.67540392,16.94749402,0.355074466,-0.054563283,0,0.150255592,0,0.62187978,0.451706158,-6.460831627,0.788851498,16.94749402,0.275565604,-0.134072145,0.07074673,0,0,0.629233423,0.399783989,-6.93499923,-0.886552421,16.94749402,0.125310013,-0.284327736,-0.079508862
